respondent_id,country,gender,age,sustainability_impact_on_purchase,frequency_discussion_sustainability,country_live_in,residence_type,children_in_household,education_level,occupation
386,Sweden,Male,76.0,3,Rarely,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Old-age pensioner
387,Sweden,I don't want to say,,2,Rarely,,,,,
388,Sweden,Male,65.0,4,Occasionally,,,,,
389,Sweden,Male,64.0,4,Occasionally,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Old-age pensioner
390,Sweden,Male,21.0,5,Occasionally,Sweden,Rural area,No children under 18 years,Secondary education or equivalent,Employee of a municipal company
391,Sweden,Female,47.0,3,Often,,,,,
392,Sweden,Male,62.0,3,Occasionally,,,,,
393,Sweden,Male,60.0,4,Occasionally,Sweden,Medium-sized city,No children under 18 years,Primary school or equivalent,Other
394,Sweden,Female,37.0,4,Often,,Medium-sized city,No children under 18 years,College or university education,State employee
395,Sweden,Male,75.0,3,Occasionally,Sweden,Rural area,No children under 18 years,College or university education,Old-age pensioner
396,Sweden,Female,47.0,4,Often,,,,,
397,Sweden,Female,68.0,4,Occasionally,Sweden,Large city or large city with suburb,No children under 18 years,Primary school or equivalent,Old-age pensioner
398,Sweden,Male,48.0,4,Often,Sweden,Small town,13-18 years,College or university education,Privately employed civil servant
399,Sweden,Male,54.0,4,Occasionally,Sweden,Small town,No children under 18 years,Secondary education or equivalent,Privately employed labourer
400,Sweden,Female,63.0,4,Often,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Employee in municipal or county council
401,Sweden,Male,77.0,,Occasionally,,Large city or large city with suburb,No children under 18 years,College or university education,Old-age pensioner
402,Sweden,Female,72.0,2,Rarely,,,,,
403,Sweden,Female,66.0,3,Occasionally,,,,,
404,Sweden,Female,48.0,,Often,Sweden,Large city or large city with suburb,13-18 years,College or university education,Privately employed civil servant
405,Sweden,Female,58.0,2,Rarely,Sweden,Large city or large city with suburb,No children under 18 years,Secondary education or equivalent,State employee
406,Sweden,Female,62.0,3,Occasionally,,,,,
407,Sweden,Male,54.0,5,Often,,,,,
408,Sweden,Female,84.0,4,Occasionally,,,,,
409,Sweden,I don't want to say,55.0,3,Occasionally,,,,,
410,Sweden,Male,51.0,5,Never,Sweden,Small town,"8-12 years,13-18 years",Secondary education or equivalent,Privately employed civil servant
411,Sweden,Male,,4,Occasionally,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Privately employed civil servant
412,Sweden,Male,71.0,4,Occasionally,,,,,
413,Sweden,Male,69.0,4,Often,,Medium-sized city,No children under 18 years,College or university education,Self-employed
414,Sweden,Male,54.0,4,Often,Sweden,Small town,No children under 18 years,Secondary education or equivalent,Self-employed
415,Sweden,Female,54.0,4,Often,Sweden,Small town,No children under 18 years,College or university education,Employee in municipal or county council
416,Sweden,Male,82.0,5,Often,,,,,
417,Sweden,Male,44.0,1,Never,,,,,
418,Sweden,Male,69.0,3,Occasionally,,,,,
419,Sweden,Male,63.0,4,Occasionally,Sweden,Small town,No children under 18 years,College or university education,Self-employed
420,Sweden,Male,68.0,5,Occasionally,,,,,
421,Sweden,Male,59.0,4,Often,,,,,
422,Sweden,Female,56.0,4,Occasionally,,,,,
423,Sweden,Female,54.0,3,Occasionally,Sweden,Medium-sized city,No children under 18 years,College or university education,Employee in municipal or county council
424,Sweden,Female,30.0,3,Occasionally,Sweden,Medium-sized city,0-7 years,Secondary education or equivalent,Privately employed labourer
425,Sweden,Male,48.0,2,Occasionally,,,,,
426,Sweden,Female,63.0,,Occasionally,,Rural area,No children under 18 years,Secondary education or equivalent,Employee of a municipal company
427,Sweden,Male,52.0,4,Often,Suriname,Rural area,13-18 years,College or university education,State employee
428,Sweden,Female,47.0,3,Occasionally,,,,,
429,Sweden,Female,76.0,1,Often,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Old-age pensioner
430,Sweden,Male,39.0,4,Often,Sweden,Rural area,8-12 years,College or university education,Privately employed civil servant
431,Sweden,Male,62.0,Don´t know,Never,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Privately employed labourer
432,Sweden,Female,66.0,1,Often,,,,,
433,Sweden,Female,62.0,4,Often,Sweden,Medium-sized city,No children under 18 years,College or university education,State employee
434,Sweden,Female,50.0,Don´t know,Occasionally,Sweden,Medium-sized city,No children under 18 years,College or university education,Student at university/college
435,Sweden,Male,45.0,4,Occasionally,,,,,
436,Sweden,Male,76.0,4,Never,,,,,
437,Sweden,Female,57.0,2,Rarely,,,,,
438,Sweden,Male,48.0,4,Rarely,Sweden,Large city or large city with suburb,8-12 years,College or university education,Privately employed labourer
439,Sweden,Male,81.0,4,Occasionally,,Medium-sized city,No children under 18 years,Primary school or equivalent,Old-age pensioner
440,Sweden,Male,53.0,1,Rarely,Canada,Medium-sized city,13-18 years,College or university education,Privately employed labourer
441,Sweden,Female,57.0,2,Rarely,,,,,
442,Sweden,Female,55.0,5,Occasionally,,,,,
443,Sweden,Male,60.0,2,Occasionally,,Small town,No children under 18 years,Secondary education or equivalent,Privately employed civil servant
444,Sweden,Female,62.0,3,Occasionally,,,,,
445,Sweden,Female,65.0,4,Occasionally,,,,,
446,Sweden,Female,70.0,3,,Sweden,Medium-sized city,No children under 18 years,College or university education,Old-age pensioner
447,Sweden,Male,82.0,3,Occasionally,,,,,
448,Sweden,Male,70.0,5,Occasionally,Sweden,Medium-sized city,No children under 18 years,Primary school or equivalent,Old-age pensioner
449,Sweden,Male,34.0,3,Rarely,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Privately employed labourer
450,Sweden,Male,64.0,5,Occasionally,,,,,
451,Sweden,Male,74.0,3,Occasionally,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Old-age pensioner
452,Sweden,Female,70.0,3,Rarely,,Medium-sized city,No children under 18 years,College or university education,Old-age pensioner
453,Sweden,Male,60.0,4,Occasionally,,,,,
454,Sweden,Male,60.0,4,Occasionally,,,,,
455,Sweden,Female,90.0,4,Occasionally,Sweden,Large city or large city with suburb,No children under 18 years,Primary school or equivalent,Old-age pensioner
456,Sweden,Female,65.0,3,Occasionally,Sweden,Medium-sized city,No children under 18 years,Primary school or equivalent,Old-age pensioner
457,Sweden,Female,54.0,4,Occasionally,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Employee in municipal or county council
458,Sweden,Female,46.0,3,Occasionally,Sweden,Small town,13-18 years,College or university education,Privately employed labourer
459,Sweden,Female,70.0,3,Occasionally,,,,,
460,Sweden,Male,66.0,4,Occasionally,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Self-employed
461,Sweden,Female,68.0,3,Often,Sweden,Medium-sized city,No children under 18 years,College or university education,Old-age pensioner
462,Sweden,Female,60.0,4,Occasionally,Sweden,Medium-sized city,No children under 18 years,College or university education,Employee in municipal or county council
463,Sweden,Male,,,Rarely,Sweden,Rural area,13-18 years,Secondary education or equivalent,State employee
464,Sweden,Male,61.0,3,Rarely,,,,,
465,Sweden,Male,61.0,4,Often,,,,,
466,Sweden,Female,69.0,4,Occasionally,,,,,
467,Sweden,Male,68.0,4,Occasionally,Sweden,Large city or large city with suburb,No children under 18 years,Secondary education or equivalent,Old-age pensioner
468,Sweden,Male,57.0,3,Occasionally,,,,,
469,Sweden,Female,72.0,Don´t know,Often,,,,,
470,Sweden,Female,69.0,3,Occasionally,,,,,
471,Sweden,Female,53.0,4,Occasionally,,,,,
472,Sweden,Female,69.0,4,Occasionally,,,,,
473,Sweden,Male,51.0,4,Rarely,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,State employee
474,Sweden,Male,56.0,2,Occasionally,,,,,
475,Sweden,Male,58.0,1,Never,,Rural area,No children under 18 years,Secondary education or equivalent,Privately employed labourer
476,Sweden,Male,52.0,4,Occasionally,Sweden,Small town,13-18 years,College or university education,Privately employed civil servant
477,Sweden,Male,50.0,4,Occasionally,Norway,Small town,No children under 18 years,Secondary education or equivalent,Privately employed labourer
478,Sweden,Female,61.0,4,Occasionally,,,,,
479,Sweden,Female,56.0,,Often,Sweden,Medium-sized city,13-18 years,College or university education,Privately employed civil servant
480,Sweden,Male,65.0,3,Occasionally,Sweden,Large city or large city with suburb,No children under 18 years,Secondary education or equivalent,Privately employed civil servant
481,Sweden,Female,69.0,4,Occasionally,,,,,
482,Sweden,Male,60.0,3,Often,,Small town,No children under 18 years,College or university education,Privately employed labourer
483,Sweden,Male,36.0,4,Often,Sweden,Large city or large city with suburb,0-7 years,College or university education,Privately employed labourer
484,Sweden,Male,63.0,4,Often,Sweden,Small town,No children under 18 years,College or university education,Employee in municipal or county council
485,Sweden,Male,59.0,5,Often,,,,,
486,Sweden,Female,53.0,4,Often,,,,,
487,Sweden,Male,72.0,4,Occasionally,Sweden,Rural area,No children under 18 years,Secondary education or equivalent,Old-age pensioner
488,Sweden,Female,55.0,Don´t know,Rarely,Sweden,Small town,No children under 18 years,College or university education,Privately employed civil servant
489,Sweden,Female,69.0,4,Occasionally,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Old-age pensioner
490,Sweden,Male,,4,Occasionally,,,,,
491,Sweden,Male,66.0,4,Occasionally,,,,,
492,Sweden,Female,74.0,3,Rarely,Sweden,Small town,No children under 18 years,Primary school or equivalent,Old-age pensioner
493,Sweden,Male,77.0,4,Occasionally,,,,,
494,Sweden,Female,84.0,Don´t know,Rarely,Sweden,Small town,No children under 18 years,College or university education,Old-age pensioner
495,Sweden,Female,74.0,4,Often,Sweden,Small town,No children under 18 years,College or university education,Old-age pensioner
496,Sweden,Female,60.0,3,Occasionally,Sweden,Rural area,13-18 years,College or university education,Privately employed civil servant
497,Sweden,Female,56.0,4,Rarely,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Privately employed civil servant
498,Sweden,Female,70.0,3,Occasionally,,,,,
499,Sweden,Male,72.0,3,Occasionally,,,,,
500,Sweden,Female,61.0,4,Often,Sweden,Medium-sized city,No children under 18 years,College or university education,Self-employed
501,Sweden,Female,54.0,3,Occasionally,,,,,
502,Sweden,Female,59.0,1,Occasionally,,,,,
503,Sweden,Female,56.0,3,Often,,,,,
504,Sweden,Male,81.0,3,Occasionally,Sweden,Medium-sized city,No children under 18 years,College or university education,Old-age pensioner
505,Sweden,Female,58.0,3,Occasionally,Sweden,Small town,No children under 18 years,College or university education,State employee
506,Sweden,Female,56.0,4,Often,,,,,
507,Sweden,Male,66.0,4,Occasionally,Sweden,Medium-sized city,No children under 18 years,College or university education,Employee in municipal or county council
508,Sweden,Male,72.0,2,Rarely,,,,,
509,Sweden,Female,49.0,1,Occasionally,Sweden,Small town,13-18 years,College or university education,Employee in municipal or county council
510,Sweden,Male,53.0,2,Occasionally,Sweden,Small town,No children under 18 years,Secondary education or equivalent,Privately employed civil servant
511,Sweden,Male,59.0,1,Never,Sweden,Medium-sized city,No children under 18 years,College or university education,Privately employed labourer
512,Sweden,Male,59.0,3,Rarely,,,,,
513,Sweden,Female,62.0,1,Rarely,Sweden,Small town,No children under 18 years,College or university education,State employee
514,Sweden,Male,58.0,5,Often,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,State employee
515,Sweden,Female,45.0,5,Often,Sweden,Medium-sized city,8-12 years,College or university education,Privately employed civil servant
516,Sweden,Female,70.0,2,,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Self-employed
517,Sweden,Female,55.0,4,Occasionally,Sweden,Medium-sized city,No children under 18 years,College or university education,Privately employed civil servant
518,Sweden,Female,60.0,3,Rarely,Sweden,Small town,No children under 18 years,Secondary education or equivalent,Employee in municipal or county council
519,Sweden,Male,60.0,3,Rarely,,,,,
520,Sweden,Female,41.0,2,Often,,,,,
521,Sweden,Female,55.0,4,Often,,,,,
522,Sweden,Male,81.0,3,Rarely,Sweden,Rural area,No children under 18 years,Secondary education or equivalent,Old-age pensioner
523,Sweden,Female,53.0,4,Often,,,,,
524,Sweden,Female,61.0,4,Often,,,,,
525,Sweden,Male,74.0,3,Often,,,,,
526,Sweden,Female,59.0,3,Rarely,Sweden,Small town,No children under 18 years,Secondary education or equivalent,Privately employed civil servant
527,Sweden,Male,67.0,3,Rarely,,,,,
528,Sweden,Male,66.0,3,Rarely,,,,,
529,Sweden,Female,43.0,3,Occasionally,,,,,
530,Sweden,Female,66.0,Don´t know,Rarely,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Old-age pensioner
531,Sweden,Male,56.0,1,,Sweden,Small town,"0-7 years,8-12 years,13-18 years",Secondary education or equivalent,Privately employed labourer
532,Sweden,Male,59.0,4,Often,Sweden,Rural area,No children under 18 years,College or university education,State employee
533,Sweden,Male,75.0,1,Never,,,,,
534,Sweden,Female,50.0,3,Occasionally,,,,,
535,Sweden,Male,46.0,2,Rarely,Sweden,Medium-sized city,8-12 years,College or university education,State employee
536,Sweden,Female,34.0,4,Occasionally,Sweden,Medium-sized city,No children under 18 years,College or university education,Employee of a municipal company
537,Sweden,Male,56.0,4,Rarely,Sweden,Large city or large city with suburb,No children under 18 years,Secondary education or equivalent,Privately employed labourer
538,Sweden,Male,57.0,3,Occasionally,,,,,
539,Sweden,Female,44.0,4,Occasionally,Sweden,Small town,"8-12 years,13-18 years",Primary school or equivalent,Privately employed labourer
540,Sweden,Male,63.0,1,Never,Sweden,Rural area,No children under 18 years,College or university education,Self-employed
541,Sweden,Male,65.0,4,Occasionally,Sweden,Small town,No children under 18 years,College or university education,Self-employed
542,Sweden,Male,47.0,3,Occasionally,Sweden,Medium-sized city,"8-12 years,13-18 years",Secondary education or equivalent,Privately employed labourer
543,Sweden,Male,50.0,Don´t know,Rarely,,,,,
544,Sweden,Male,48.0,3,Occasionally,,,,,
545,Sweden,Male,56.0,Don´t know,Often,,,,,
546,Sweden,Female,67.0,Don´t know,Occasionally,,,,,
547,Sweden,Male,49.0,4,Often,Sweden,Medium-sized city,13-18 years,College or university education,Employee in municipal or county council
548,Sweden,Female,50.0,4,Often,,,,,
549,Sweden,Female,54.0,3,Occasionally,,,,,
550,Sweden,Male,68.0,4,Occasionally,,Medium-sized city,No children under 18 years,Secondary education or equivalent,Old-age pensioner
551,Sweden,Male,74.0,3,Occasionally,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Old-age pensioner
552,Sweden,Male,64.0,4,Often,Sweden,Small town,No children under 18 years,College or university education,Old-age pensioner
553,Sweden,Female,68.0,3,Rarely,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Old-age pensioner
554,Sweden,Male,58.0,4,Occasionally,,,,,
555,Sweden,Female,58.0,Don´t know,Often,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Privately employed civil servant
556,Sweden,I don't want to say,50.0,4,Often,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Privately employed civil servant
557,Sweden,Female,70.0,4,Occasionally,Sweden,Medium-sized city,No children under 18 years,College or university education,Old-age pensioner
558,Sweden,Female,52.0,3,Occasionally,,,,,
559,Sweden,Male,67.0,4,Occasionally,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Old-age pensioner
560,Sweden,Male,50.0,5,Rarely,,,,,
561,Sweden,Male,67.0,4,Often,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Old-age pensioner
562,Sweden,Female,56.0,,Often,,,,,
563,Sweden,Male,75.0,3,Rarely,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Old-age pensioner
564,Sweden,Female,52.0,4,Often,Sweden,Small town,13-18 years,College or university education,State employee
565,Sweden,Female,57.0,4,Often,Sweden,Large city or large city with suburb,13-18 years,Secondary education or equivalent,Privately employed civil servant
566,Sweden,Female,51.0,3,Occasionally,,,,,
567,Sweden,Female,60.0,3,Occasionally,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Privately employed civil servant
568,Sweden,Male,67.0,4,Often,,,,,
569,Sweden,Female,56.0,4,Occasionally,,,,,
570,Sweden,Female,52.0,Don´t know,Occasionally,Sweden,Large city or large city with suburb,13-18 years,College or university education,Privately employed civil servant
571,Sweden,Female,67.0,4,Occasionally,,,,,
572,Sweden,Female,58.0,4,Often,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,State employee
573,Sweden,Female,64.0,4,Often,Sweden,Small town,No children under 18 years,Secondary education or equivalent,Employee in municipal or county council
574,Sweden,Female,49.0,Don´t know,Never,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Old-age pensioner
575,Sweden,Female,68.0,3,Often,,,,,
576,Sweden,Female,80.0,3,Often,,,,,
577,Sweden,Male,50.0,4,Often,,,,,
578,Sweden,Female,58.0,4,Occasionally,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,State employee
579,Sweden,Female,45.0,5,Often,Sweden,Large city or large city with suburb,8-12 years,College or university education,Employee in municipal or county council
580,Sweden,Female,70.0,Don´t know,Rarely,,,,,
581,Sweden,Female,44.0,4,Rarely,Sweden,Small town,"8-12 years,13-18 years",Secondary education or equivalent,Privately employed labourer
582,Sweden,Male,52.0,5,Often,,,,,
583,Sweden,Female,60.0,1,Occasionally,,,,,
584,Sweden,Female,62.0,3,Occasionally,Sweden,Rural area,No children under 18 years,Secondary education or equivalent,Employee in municipal or county council
585,Sweden,Male,57.0,4,Occasionally,Sweden,Medium-sized city,No children under 18 years,College or university education,Employee in municipal or county council
586,Sweden,Female,55.0,4,Occasionally,,,,,
587,Sweden,Male,65.0,3,Occasionally,,,,,
588,Sweden,Female,57.0,Don´t know,Never,Sweden,Small town,No children under 18 years,Secondary education or equivalent,Job seeker
589,Sweden,Female,50.0,3,Never,,,,,
590,Sweden,Female,58.0,4,Often,Sweden,Rural area,No children under 18 years,College or university education,Employee in municipal or county council
591,Sweden,Female,65.0,4,Occasionally,,,,,
592,Sweden,Male,,1,Occasionally,,,,,
593,Sweden,Male,63.0,4,Occasionally,Sweden,Small town,No children under 18 years,Secondary education or equivalent,Privately employed labourer
594,Sweden,Male,66.0,4,Often,,Large city or large city with suburb,No children under 18 years,College or university education,Old-age pensioner
595,Sweden,Male,62.0,3,Occasionally,,,,,
596,Sweden,Male,44.0,2,Often,Sweden,Medium-sized city,"8-12 years,13-18 years",College or university education,State employee
597,Sweden,Female,83.0,,Often,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Old-age pensioner
598,Sweden,Female,47.0,4,Occasionally,,,,,
599,Sweden,Female,59.0,4,Occasionally,,,,,
600,Sweden,Male,61.0,4,Often,Sweden,Rural area,No children under 18 years,College or university education,Self-employed
601,Sweden,Female,60.0,3,Rarely,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Employee in municipal or county council
602,Sweden,Female,35.0,5,Often,,,,,
603,Sweden,Male,57.0,3,Occasionally,,,,,
604,Sweden,Female,61.0,4,Often,,,,,
605,Sweden,Male,57.0,1,Often,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Employee in municipal or county council
606,Sweden,Female,45.0,3,Rarely,Sweden,Large city or large city with suburb,"8-12 years,13-18 years",College or university education,Self-employed
607,Sweden,Male,65.0,2,Rarely,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,State employee
608,Sweden,Male,63.0,4,Occasionally,Sweden,Small town,No children under 18 years,Secondary education or equivalent,Employee in municipal or county council
609,Sweden,Female,58.0,4,Rarely,,,,,
610,Sweden,Male,59.0,5,Often,Sweden,Rural area,No children under 18 years,Secondary education or equivalent,Privately employed civil servant
611,Sweden,Male,62.0,1,Rarely,,,,,
612,Sweden,Female,65.0,3,Occasionally,Sweden,Large city or large city with suburb,No children under 18 years,Secondary education or equivalent,Old-age pensioner
613,Sweden,Male,59.0,4,Rarely,,,,,
614,Sweden,Female,73.0,4,Occasionally,,,,,
615,Sweden,Female,73.0,3,Rarely,,,,,
616,Sweden,Female,59.0,2,Rarely,Sweden,Rural area,No children under 18 years,Secondary education or equivalent,Employee in municipal or county council
617,Sweden,Female,50.0,4,Rarely,Sweden,Rural area,No children under 18 years,College or university education,Privately employed labourer
618,Sweden,Male,60.0,4,Occasionally,Sweden,Rural area,No children under 18 years,Secondary education or equivalent,Privately employed civil servant
619,Sweden,Female,48.0,2,Rarely,Sweden,Large city or large city with suburb,"8-12 years,13-18 years",College or university education,Employee in municipal or county council
620,Sweden,Female,80.0,3,Often,Sweden,Rural area,No children under 18 years,College or university education,Old-age pensioner
621,Sweden,Male,76.0,2,Occasionally,Sweden,Medium-sized city,No children under 18 years,College or university education,Old-age pensioner
622,Sweden,Male,72.0,3,Rarely,Sweden,Small town,No children under 18 years,College or university education,Self-employed
623,Sweden,Female,55.0,4,Often,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Employee in municipal or county council
624,Sweden,Male,70.0,3,Occasionally,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Old-age pensioner
625,Sweden,Female,45.0,3,Rarely,Sweden,Large city or large city with suburb,13-18 years,Secondary education or equivalent,Privately employed civil servant
626,Sweden,Male,55.0,4,Occasionally,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Privately employed civil servant
627,Sweden,Male,54.0,1,Often,Sweden,Large city or large city with suburb,13-18 years,College or university education,Other
628,Sweden,Male,75.0,2,Never,,,,,
629,Sweden,Male,75.0,2,Never,Sweden,Small town,No children under 18 years,Secondary education or equivalent,Old-age pensioner
630,Sweden,Male,54.0,3,Occasionally,Sweden,Small town,No children under 18 years,College or university education,Privately employed civil servant
631,Sweden,Female,57.0,Don´t know,Rarely,Sweden,Small town,No children under 18 years,College or university education,State employee
632,Sweden,Male,67.0,Don´t know,Rarely,Sweden,Large city or large city with suburb,No children under 18 years,College or university education,Old-age pensioner
633,Sweden,Male,62.0,3,Occasionally,Sweden,Medium-sized city,No children under 18 years,College or university education,Employee in municipal or county council
634,Sweden,Male,49.0,4,Occasionally,Sweden,Rural area,"8-12 years,13-18 years",College or university education,Privately employed civil servant
635,Sweden,Female,55.0,,Often,,,,,
636,Sweden,Female,53.0,3,Occasionally,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Employee in municipal or county council
637,Sweden,Male,58.0,5,Occasionally,,,,,
638,Sweden,Female,52.0,3,Occasionally,,Small town,No children under 18 years,Secondary education or equivalent,Job seeker
639,Sweden,Female,68.0,Don´t know,Occasionally,,,,,
640,Sweden,Female,71.0,4,Often,,,,,
641,Sweden,Male,76.0,4,Occasionally,Sweden,Medium-sized city,No children under 18 years,Secondary education or equivalent,Old-age pensioner
642,Sweden,Female,49.0,4,Never,Sweden,Medium-sized city,13-18 years,College or university education,State employee
643,Sweden,Male,50.0,3,Occasionally,Sweden,Small town,No children under 18 years,Secondary education or equivalent,Privately employed civil servant
644,Sweden,Male,73.0,4,Occasionally,,,,,
645,Sweden,Male,48.0,,Occasionally,,,,,
646,Sweden,Female,73.0,3,Rarely,,,,,
647,Sweden,Female,73.0,Don´t know,Occasionally,Sweden,Rural area,No children under 18 years,College or university education,Old-age pensioner
648,Sweden,Female,73.0,3,Occasionally,Sweden,Rural area,No children under 18 years,Secondary education or equivalent,Old-age pensioner
649,Sweden,Male,72.0,4,Occasionally,,,,,
650,Sweden,Male,55.0,5,Often,Sweden,Small town,No children under 18 years,College or university education,Privately employed civil servant
